agentA,agentB,winner,turns,avg_turn_time_A,avg_turn_time_B,initial_unit_count_team1,initial_unit_count_team2,alive1,alive2,max_hp_team1,max_hp_team2,hp1,hp2
NEATAgent,MCTS_fast,,30,0.06101345666666021,0.7653475866665758,4,4,1,1,420,420,71,70
NEATAgent,MCTS_default,,30,0.059407363333230025,1.877793933333487,4,4,2,3,420,430,113,187
NEATAgent,MCTS_deep,1,14,0.069038514285629,3.8669445428571896,4,3,4,0,435,300,288,0
NEATAgent,MCTS_deep,1,20,0.17954509499995766,3.900881170000139,4,3,4,0,425,300,252,0
NEATAgent,Minimax_default,,30,0.06482079333309229,2.4255585766667838,4,5,1,4,350,555,65,204
NEATAgent,Minimax_default,,30,0.04716297333319138,2.037793599999956,4,4,2,1,420,420,13,25
NEATAgent,Minimax_deep,,30,0.05894398333354426,4.387356713333429,4,4,1,1,430,425,54,24
NEATAgent,Minimax_wide,,30,0.05361625000005006,4.259914270000203,4,5,1,4,425,570,1,240
NEATAgent,Minimax_deep,,30,0.0757981166666165,5.328832529999939,5,4,3,2,570,325,92,53
NEATAgent,Minimax_wide,,30,0.09090429000001071,5.766648946666525,4,4,3,1,415,420,44,53
Minimax_default,MCTS_default,1,23,1.8001524956520292,1.8542998608696981,4,4,4,0,325,355,148,0
Minimax_default,MCTS_default,,30,1.9393340633332627,1.853377713333369,4,3,3,1,410,300,191,1
Minimax_default,MCTS_fast,,30,2.1726569766665005,0.7528557033331406,4,4,2,1,365,325,35,14
Minimax_default,MCTS_fast,,30,3.94576529666665,0.8267941966667423,4,4,3,2,320,425,156,178
Minimax_default,NEATAgent,2,27,3.0245018666666037,0.09596317777760743,4,4,0,4,430,325,0,156
Minimax_default,MCTS_deep,,30,2.0173671033333447,4.012784330000068,4,4,3,2,365,410,180,47
Minimax_default,NEATAgent,,30,3.863911783333242,0.1148103466665513,4,5,1,4,430,560,1,278
Minimax_default,MCTS_deep,,30,3.1425316633333447,4.336397356666809,4,4,4,2,370,400,141,26
Minimax_default,Minimax_wide,,30,2.248600876666387,4.272615030000088,4,4,1,3,440,410,17,78
Minimax_default,Minimax_wide,,30,2.812545499999942,3.474942563333267,4,4,1,1,440,420,60,27
Minimax_default,Minimax_deep,,30,3.393259203333279,7.112946696666768,4,4,1,3,280,400,1,111
Minimax_deep,MCTS_default,,30,4.757921946666889,1.9849126699999033,4,4,1,2,395,395,17,84
Minimax_default,Minimax_deep,,30,4.09055667666659,9.70830333666654,4,5,1,5,350,560,2,323
Minimax_deep,MCTS_fast,,30,5.829104163333068,0.7961236533329914,4,4,2,2,415,395,53,20
Minimax_deep,MCTS_default,,30,7.492556149999837,1.9935718633331514,4,4,4,2,410,350,110,32
Minimax_deep,MCTS_fast,1,26,4.9863255461537985,0.7772803461539997,4,4,2,0,370,440,132,0
Minimax_deep,NEATAgent,2,29,4.643019062068937,0.10419348571440423,4,4,0,2,410,370,0,130
Minimax_deep,NEATAgent,,30,4.788980810000127,0.07136923666676012,4,4,1,1,325,445,5,29
Minimax_deep,MCTS_deep,,30,6.513391123333228,3.9575016999999812,4,4,4,2,415,325,192,52
Minimax_deep,MCTS_deep,,30,5.756930130000061,4.054816759999994,4,4,3,4,430,360,173,242
Minimax_deep,Minimax_default,,30,4.583992449999944,1.9711933033334692,4,4,1,3,420,440,53,130
Minimax_deep,Minimax_default,,30,4.836077489999904,1.5938769333331948,4,4,2,1,325,320,66,10
Minimax_deep,Minimax_wide,,30,5.025838526666545,3.850354409999939,4,4,1,3,400,415,38,65
Minimax_wide,MCTS_default,1,28,3.059827721428714,1.710558657143013,3,3,2,0,270,270,71,0
Minimax_wide,MCTS_default,,30,3.3203662799999925,1.8748594933333151,4,3,4,1,405,270,176,20
Minimax_deep,Minimax_wide,,30,5.999124249999962,5.066543230000146,4,4,2,3,410,415,123,82
Minimax_wide,MCTS_fast,,30,3.7815515566666362,0.7344735099998313,4,4,1,2,365,325,5,92
Minimax_wide,MCTS_fast,,30,6.3115773966666895,0.8064330633331338,4,5,2,4,365,560,131,303
Minimax_wide,MCTS_deep,,30,3.4811309299999267,3.784288386666655,4,3,3,1,430,270,170,30
Minimax_wide,NEATAgent,,30,5.587519829999959,0.10257904666656638,4,5,3,4,370,565,123,246
Minimax_wide,NEATAgent,,30,4.523260533333208,0.07551650000010947,4,4,1,3,425,325,1,116
Minimax_wide,MCTS_deep,,30,7.236973823333513,4.038694346666549,4,4,1,3,430,440,82,154
Minimax_wide,Minimax_default,,30,5.040602039999855,1.9456776966668865,4,4,2,3,400,365,106,105
Minimax_wide,Minimax_default,,30,4.889459423333452,1.9852327099999456,4,4,1,2,420,425,38,74
Minimax_wide,Minimax_deep,,30,4.74287066666681,5.573283956666758,4,4,2,2,280,440,48,99
Minimax_wide,Minimax_deep,,30,5.3601388766666185,6.009281473333128,4,4,3,2,325,420,188,131
