agentA,agentB,winner,turns,avg_turn_time_A,avg_turn_time_B,initial_unit_count_team1,initial_unit_count_team2,alive1,alive2,max_hp_team1,max_hp_team2,hp1,hp2
MCTS_deep,MCTS_default,2,28,6.3357985999989195,3.166494218520475,4,4,0,4,390,365,0,188
MCTS_deep,MCTS_fast,2,13,6.212558407693555,1.251824508332599,3,4,0,4,300,410,0,301
MCTS_deep,MCTS_default,,30,6.349513140000151,3.142002876668994,5,4,3,3,555,405,94,64
MCTS_deep,NEATAgent,,30,5.9446496966649045,0.11583212666688875,4,4,1,2,390,415,12,150
MCTS_deep,NEATAgent,,30,6.051291849999688,0.09158259000105318,4,4,1,2,420,440,39,43
MCTS_deep,Minimax_deep,2,17,5.888793823530945,7.626854781248767,4,4,0,3,350,355,0,163
MCTS_deep,Minimax_default,2,28,5.9873553857141815,3.017932233333812,4,4,0,3,420,355,0,84
MCTS_deep,Minimax_default,2,30,6.443921826666338,3.5059398551710386,4,4,0,3,420,415,0,165
NEATAgent,MCTS_default,1,23,0.15182218260799898,2.8841440739127826,4,4,4,0,370,425,212,0
NEATAgent,MCTS_default,2,24,0.07490559166641712,3.0641497043480226,4,4,0,4,425,360,0,223
NEATAgent,MCTS_fast,,30,0.10381412999801493,1.2303888800005855,4,4,1,4,420,365,2,133
NEATAgent,MCTS_fast,,30,0.09415835333396293,1.1152893433342495,4,4,1,2,425,365,4,109
NEATAgent,Minimax_default,,30,0.09567521000086951,2.6282410733324166,4,4,1,2,430,365,3,57
NEATAgent,MCTS_deep,1,22,0.11241184545493028,5.401249542855242,4,3,3,0,445,270,240,0
MCTS_deep,Minimax_wide,,30,6.213897683333198,4.300042880000547,4,4,1,4,430,415,14,79
MCTS_deep,Minimax_wide,,30,6.028182026666764,4.826519843333517,4,4,2,3,370,435,7,150
NEATAgent,MCTS_deep,,30,0.10045373333268799,5.658313916666763,4,4,3,1,395,400,137,23
NEATAgent,Minimax_default,,30,0.06552148333236497,2.840459883332854,4,4,1,3,420,355,1,101
MCTS_deep,Minimax_deep,2,28,6.214816207142056,9.245664729628954,4,4,0,4,425,400,0,144
NEATAgent,Minimax_wide,2,16,0.11586868124868488,6.390297880003345,4,4,0,4,350,325,0,149
NEATAgent,Minimax_deep,1,23,0.15033173478087006,8.85213063636382,4,4,3,0,325,420,74,0
NEATAgent,Minimax_wide,,30,0.1450677666667616,6.82240173000076,4,4,2,1,410,420,65,37
Minimax_default,MCTS_fast,1,23,3.1310565695666415,1.3028190347819042,4,4,4,0,325,365,144,0
Minimax_default,MCTS_default,,30,2.933929936665421,3.2046405866659673,4,4,4,1,415,370,162,2
NEATAgent,Minimax_deep,,30,0.06446814000034161,7.9212324766694415,4,4,1,2,370,405,2,29
Minimax_default,MCTS_fast,,30,2.432120066668237,1.048053333333519,4,4,1,2,425,430,4,75
Minimax_default,MCTS_default,,30,4.192188793332025,3.584169573331989,5,4,5,2,560,280,162,55
Minimax_default,NEATAgent,2,23,3.838136826086987,0.11029597727280237,4,4,0,3,420,370,0,222
Minimax_default,NEATAgent,,30,3.4194654366666026,0.09862950333481421,3,4,1,4,270,405,1,190
Minimax_default,MCTS_deep,2,25,2.862163331998745,6.1715583583330345,4,4,0,4,425,365,0,191
Minimax_default,Minimax_wide,2,18,4.978010233331588,4.582071570587098,3,4,0,4,300,350,0,217
Minimax_default,MCTS_deep,,30,3.9637118433335368,6.138764990000345,4,4,2,2,420,425,50,42
Minimax_default,Minimax_deep,,30,2.727558756665288,6.137649456665773,4,4,1,2,420,440,1,84
Minimax_default,Minimax_deep,,30,2.7469320966663267,6.2010138866656535,4,5,1,4,365,570,3,222
Minimax_default,Minimax_wide,,30,3.4418796466658628,6.015617736666657,4,5,3,2,320,570,85,56
Minimax_deep,MCTS_default,2,19,10.181440721052288,2.958773755556548,3,4,0,2,300,325,0,139
Minimax_deep,MCTS_fast,,30,7.11119677,1.2110143099998822,4,4,2,2,420,365,4,80
Minimax_deep,MCTS_deep,1,14,10.108455064285538,6.184988935713981,4,3,3,0,400,270,194,0
Minimax_deep,NEATAgent,,30,6.872944576665759,0.16572735333271946,4,4,1,4,435,405,1,176
Minimax_deep,MCTS_fast,,30,10.941521486666655,1.2660383233349422,5,4,4,1,560,400,169,46
Minimax_deep,MCTS_default,,30,10.404010199999902,3.6203566299993932,4,5,3,3,325,575,82,56
Minimax_deep,NEATAgent,2,25,8.476272248001187,0.10394163200224284,4,4,0,3,420,360,0,81
Minimax_deep,MCTS_deep,1,28,9.037506871426428,6.6623972249996894,4,4,3,0,435,395,150,0
Minimax_deep,Minimax_default,2,21,7.996559647619419,3.7733581300002697,4,4,0,4,355,405,0,151
Minimax_deep,Minimax_default,,30,7.59990516333443,2.9399607033323263,4,4,1,3,400,350,2,112
Minimax_wide,MCTS_default,1,22,4.749050386362466,3.1198283909093747,4,4,3,0,365,410,163,0
Minimax_wide,MCTS_fast,2,21,5.873669019047936,1.2572890999996162,4,4,0,4,355,325,0,156
Minimax_wide,MCTS_default,,30,7.413226126666996,3.476105853333623,5,5,2,3,565,555,85,147
Minimax_wide,MCTS_fast,,30,5.608359593332959,1.1638615900005485,4,4,3,1,425,350,100,2
Minimax_deep,Minimax_wide,,30,10.09768900666774,6.929841900000368,4,4,2,3,370,440,60,42
Minimax_wide,NEATAgent,2,13,8.27020710769396,0.14786322500125001,3,4,0,4,270,325,0,180
Minimax_wide,NEATAgent,2,30,6.6397621666658475,0.10085504000016954,4,4,0,1,410,405,0,35
Minimax_wide,MCTS_deep,,30,5.454977109999648,6.878643566666869,4,4,4,3,365,410,74,79
Minimax_deep,Minimax_wide,,30,12.925526013333972,9.618865513331063,5,4,5,2,570,325,144,49
Minimax_wide,MCTS_deep,2,26,7.813440150000343,6.2710823230770005,4,4,0,3,420,360,0,124
Minimax_wide,Minimax_default,2,29,5.065294075863143,2.4783338000000055,4,4,0,2,370,325,0,77
Minimax_wide,Minimax_deep,1,19,4.499073142107687,5.54861567894726,4,4,3,0,390,430,129,0
Minimax_wide,Minimax_default,,30,7.073545899998377,3.294486636666018,4,4,2,4,420,405,6,174
Minimax_wide,Minimax_deep,,30,3.558862723334945,4.993223360000411,4,4,1,2,420,355,30,60
