agentA,agentB,winner,turns,avg_turn_time_A,avg_turn_time_B,initial_unit_count_team1,initial_unit_count_team2,alive1,alive2,max_hp_team1,max_hp_team2,hp1,hp2
MCTS_default,MCTS_fast,,30,1.7063686833334941,0.6718399633335745,4,4,1,3,410,400,54,81
MCTS_default,MCTS_fast,,30,1.8736690066667507,0.6883327200002289,4,4,4,2,390,440,145,37
MCTS_default,NEATAgent,2,16,1.8276881562489962,0.13351291999933892,3,5,0,5,300,565,0,426
MCTS_default,NEATAgent,1,30,1.7587963166668488,0.03463907586235015,4,4,4,0,405,420,129,0
MCTS_default,MCTS_deep,1,30,1.7772191866664797,3.529537880000498,4,4,4,0,370,430,163,0
MCTS_default,MCTS_deep,,30,1.8162431033330602,3.71006227666694,4,5,1,5,400,570,5,197
MCTS_default,Minimax_default,,30,1.6482244833332516,1.4602358100000856,4,4,1,4,415,405,2,184
MCTS_default,Minimax_default,2,26,1.6832946346154272,1.4942077240001526,4,4,0,3,415,395,0,141
MCTS_default,Minimax_deep,2,23,1.8515899913044174,5.389756936363318,4,4,0,4,440,410,0,179
MCTS_default,Minimax_deep,2,25,1.7477595480004675,5.61267464166652,4,4,0,2,360,395,0,90
MCTS_default,Minimax_wide,,30,1.7467731166663725,3.9195401466668653,4,5,1,5,370,570,4,298
MCTS_default,Minimax_wide,,30,1.793987776666836,4.102699696666483,4,4,2,2,400,280,46,48
MCTS_fast,MCTS_default,1,24,0.7187225374999192,1.7092437208334559,4,4,4,0,355,415,153,0
MCTS_fast,MCTS_default,1,30,0.7308708933330005,1.721621096666422,5,4,5,0,560,440,285,0
MCTS_fast,NEATAgent,,30,0.5908158233334688,0.06021381333351504,4,4,1,3,325,390,2,160
MCTS_fast,NEATAgent,,30,0.6479067066664963,0.06412110333318803,4,4,1,3,430,430,18,50
MCTS_fast,Minimax_default,2,23,0.6744216391307418,1.8227192454548706,4,4,0,3,425,395,0,162
MCTS_fast,MCTS_deep,1,22,0.7207314954547738,3.6515756045456245,4,4,4,0,355,425,96,0
MCTS_fast,Minimax_default,,30,0.6553459533328957,1.7547453400002269,4,4,2,3,360,365,3,92
MCTS_fast,MCTS_deep,,30,0.6948664266668251,3.6594238500000453,4,4,4,1,405,395,123,50
MCTS_fast,Minimax_wide,2,17,0.7027705588235917,4.516488981250177,4,4,0,4,370,325,0,177
MCTS_fast,Minimax_deep,,30,0.641000133333849,4.522767046666316,4,4,1,2,410,420,34,28
MCTS_fast,Minimax_deep,2,25,0.7227795440006594,5.893563420833137,4,4,0,4,350,365,0,111
MCTS_fast,Minimax_wide,,30,0.7682261699993735,5.237788973333227,4,4,3,2,390,430,47,2
MCTS_deep,MCTS_default,,30,3.527213409999725,1.7461642633336547,4,4,2,2,420,420,40,47
MCTS_deep,MCTS_fast,,30,3.940072366666451,0.7724897066666017,4,5,2,4,435,570,28,233
MCTS_deep,MCTS_default,,30,3.806859920000109,1.8377717200000916,4,4,3,2,395,425,67,37
MCTS_deep,MCTS_fast,,30,3.5850059666666008,0.7246515833336161,4,4,1,3,370,395,1,101
MCTS_deep,NEATAgent,,30,3.328682189999866,0.0389844866663528,4,3,1,1,420,270,38,46
MCTS_deep,NEATAgent,2,30,3.1230747899999796,0.07017007666703041,4,3,0,1,280,270,0,18
MCTS_deep,Minimax_default,2,24,3.627041895833372,1.7938100086958793,4,4,0,4,415,280,0,87
MCTS_deep,Minimax_default,2,30,3.6238058766667867,1.6086085517244697,4,5,0,4,405,570,0,187
MCTS_deep,Minimax_deep,,30,3.5458737933336426,4.014936239999952,5,4,2,2,565,410,60,76
MCTS_deep,Minimax_deep,,30,3.4811635799999445,4.043457673333372,4,4,1,4,365,410,1,151
NEATAgent,MCTS_default,,30,0.07547096333352481,1.691878959999667,4,4,4,1,360,355,156,1
MCTS_deep,Minimax_wide,2,26,3.5824628884616128,3.7420835799995986,4,4,0,4,400,390,0,130
NEATAgent,MCTS_fast,1,22,0.07265488181821472,0.6716268227277893,4,4,3,0,405,425,194,0
NEATAgent,MCTS_fast,,30,0.11770131000012043,0.6940179033333455,5,4,5,1,560,390,181,2
NEATAgent,MCTS_default,,30,0.14081832333358762,1.8435936899996401,5,4,5,2,560,280,262,53
MCTS_deep,Minimax_wide,,30,3.663766766666716,3.656553423333753,4,4,2,4,360,415,59,84
NEATAgent,Minimax_default,,30,0.051483976666107385,1.7108275266664956,4,4,1,2,430,390,3,77
NEATAgent,Minimax_default,,30,0.07485447999958221,2.210114090000085,4,4,1,1,445,420,55,27
