agentA,agentB,winner,turns,avg_turn_time_A,avg_turn_time_B,initial_unit_count_team1,initial_unit_count_team2,alive1,alive2,max_hp_team1,max_hp_team2,hp1,hp2
NEATAgent,MCTS_deep,,30,0.08384502666679812,3.572201540000121,4,4,3,1,420,425,122,32
NEATAgent,MCTS_deep,,30,0.049136966666749986,3.5897524400000598,4,5,1,3,440,570,18,139
NEATAgent,Minimax_deep,,30,0.0533169766664893,2.9576459699995516,4,4,1,1,410,355,4,43
NEATAgent,Minimax_wide,,30,0.05344025333348933,2.8983166766665818,4,4,1,2,355,410,2,47
NEATAgent,Minimax_deep,,30,0.03670267666699753,4.7684151933333245,4,4,1,3,425,410,1,165
NEATAgent,Minimax_wide,,30,0.06418278333306565,4.459175730000303,4,5,1,3,365,570,33,66
Minimax_default,MCTS_default,,30,1.9710658933337981,1.7120377733333347,4,4,4,1,400,280,180,1
Minimax_default,MCTS_default,,30,1.8435406900000089,1.8564796566662456,4,4,2,3,435,410,4,134
Minimax_default,MCTS_fast,,30,1.694938503332863,0.686273486666687,4,4,2,1,430,420,15,49
Minimax_default,MCTS_fast,,30,2.6593724266672023,0.7715733733334976,4,5,1,3,370,560,25,177
Minimax_default,NEATAgent,2,20,1.9207490349999716,0.060966505263135524,4,4,0,3,395,390,0,119
Minimax_default,NEATAgent,2,29,2.1662694034480254,0.062330532143408036,4,4,0,2,325,395,0,65
Minimax_default,MCTS_deep,2,20,2.2669755000000804,3.6239272368419684,3,4,0,3,300,395,0,223
Minimax_default,MCTS_deep,1,28,1.6967131000002544,3.4766392607137147,4,4,3,0,430,425,115,0
Minimax_default,Minimax_deep,2,16,1.8028708874996937,5.05498317333307,3,4,0,3,270,355,0,171
Minimax_default,Minimax_wide,1,25,1.40588423600042,3.1633950458329614,4,4,1,0,365,365,37,0
Minimax_default,Minimax_wide,1,19,1.5207002578943885,3.220739294736919,4,4,2,0,325,355,108,0
Minimax_deep,MCTS_default,1,30,4.338289666666727,1.6510037966667974,4,4,3,0,370,415,79,0
Minimax_default,Minimax_deep,,30,2.6691484633325064,6.448629280000144,4,4,1,4,365,405,3,135
Minimax_deep,MCTS_fast,,30,4.906344783333164,0.7104087999998835,4,4,2,3,420,405,4,145
Minimax_deep,MCTS_default,,30,5.513199429999683,1.7552753566669708,4,4,2,1,425,425,65,39
Minimax_deep,MCTS_deep,1,22,4.097594386363529,3.432316390909281,4,4,2,0,355,355,78,0
Minimax_deep,NEATAgent,2,24,3.3369997291667155,0.09123045217363498,4,4,0,3,325,350,0,107
Minimax_deep,MCTS_fast,,30,5.301814089999728,0.7633451266668999,4,5,3,2,370,570,82,84
Minimax_deep,MCTS_deep,1,22,4.21312264545486,3.477443145454758,4,4,3,0,365,410,98,0
Minimax_deep,NEATAgent,,30,3.88161427333301,0.07041292999941409,4,4,1,2,390,390,4,131
Minimax_deep,Minimax_default,2,23,4.9056236173914245,1.6079494045455,4,4,0,3,410,325,0,142
Minimax_deep,Minimax_default,2,30,4.63882358000022,1.6042867033336128,4,4,0,2,440,410,0,103
Minimax_deep,Minimax_wide,,30,3.420431013333291,2.860329403333526,4,4,2,1,435,420,48,22
Minimax_wide,MCTS_default,1,27,4.192166107407333,1.7418530148147342,4,4,4,0,365,425,208,0
Minimax_wide,MCTS_default,,30,3.627541173333278,1.6392796900003304,4,4,2,1,280,365,46,2
Minimax_wide,MCTS_fast,2,12,4.1306115583341425,0.7365377272733233,3,4,0,4,300,370,0,249
Minimax_deep,Minimax_wide,,30,4.449760733333338,4.245773706666781,4,4,2,2,420,425,43,34
Minimax_wide,MCTS_fast,,30,7.715643416666231,0.7818094100000356,4,4,2,2,355,420,53,67
Minimax_wide,NEATAgent,,30,4.344793326667059,0.06746260333311511,4,4,1,3,360,370,1,81
Minimax_wide,MCTS_deep,,30,3.804086896666801,3.404453713333472,4,4,2,3,365,280,28,92
Minimax_wide,MCTS_deep,,30,3.985779069999747,3.6745078833335962,4,4,4,1,395,355,113,2
Minimax_wide,Minimax_default,2,23,3.82919286087006,1.5228969478260337,4,4,0,2,355,355,0,106
Minimax_wide,NEATAgent,,30,5.6851392633328945,0.09452200666661763,3,4,1,4,270,365,1,198
Minimax_wide,Minimax_default,1,30,3.518892376666554,1.365655173333774,4,4,1,0,395,440,42,0
Minimax_wide,Minimax_deep,2,15,5.371748473333233,5.832103557142806,3,4,0,3,270,405,0,225
Minimax_wide,Minimax_deep,2,29,4.462185531034579,5.325734050000132,4,5,0,3,435,570,0,196
